Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
Workflow 7: check all tasks:create project,10,599,485,1014,190.90,0.00%,5.4,4.18,794.0
Workflow 7: check all tasks:create task,50,351,238,510,114.68,0.00%,6.9,5.71,847.0
Workflow 7: check all tasks:get project tasks,10,460,255,506,69.23,0.00%,6.0,17.89,3047.0
Workflow 7: check all tasks:check task,50,339,235,504,114.68,0.00%,7.1,5.99,866.0
TOTAL,120,376,235,1014,141.22,0.00%,7.1,7.17,1033.8
