Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
Workflow 6: edit priority task:create project,50,4924,532,23876,6157.79,0.00%,2.1,1.59,787.0
Workflow 6: edit priority task:create task,50,4375,405,17207,5512.18,0.00%,1.9,1.57,847.0
Workflow 6: edit priority task:edit priority task,50,2206,321,16764,2786.98,0.00%,1.9,1.57,847.0
TOTAL,150,3835,321,23876,5170.44,0.00%,5.1,4.12,827.0
