Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
Workflow 6: edit priority task:create project,10,548,484,858,104.34,0.00%,5.7,4.37,788.0
Workflow 6: edit priority task:create task,10,276,240,402,49.76,0.00%,6.8,5.60,847.0
Workflow 6: edit priority task:edit priority task,10,477,459,501,14.63,0.00%,6.4,5.33,847.0
TOTAL,30,434,240,858,133.33,0.00%,6.7,5.41,827.3
