Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
Workflow 6: edit priority task:create project,10,561,486,832,126.23,0.00%,5.5,4.20,788.0
Workflow 6: edit priority task:create task,10,246,240,256,4.72,0.00%,8.0,6.65,847.0
Workflow 6: edit priority task:edit priority task,10,478,459,491,11.13,0.00%,6.9,5.67,847.0
TOTAL,30,428,240,832,152.02,0.00%,6.6,5.34,827.3
