Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
Workflow 7: check all tasks:create project,50,4830,543,21979,5714.00,0.00%,2.2,1.72,793.0
Workflow 7: check all tasks:create task,250,2166,246,43947,4294.83,0.40%,4.4,3.71,854.6
Workflow 7: check all tasks:get project tasks,50,1754,310,11901,2768.28,0.00%,1.0,3.08,3036.3
Workflow 7: check all tasks:check task,249,914,237,6865,1046.18,0.00%,4.8,4.04,866.0
TOTAL,599,1833,237,43947,3558.98,0.17%,9.3,9.39,1036.3
