Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
create project,50,6027,536,42747,10382.78,6.00%,1.2,1.03,910.8
create task,250,2033,258,23879,3701.52,6.00%,4.7,4.63,1015.8
get project tasks,50,1950,296,21792,3126.79,6.00%,1.1,3.18,3083.8
check task,235,1370,240,21710,2245.34,0.00%,4.8,4.04,866.0
TOTAL,585,2101,240,42747,4412.07,3.59%,9.7,10.64,1123.4
